避難收容處所名稱,is_indoor,classification_reasoning
彰雅社區活動中心,True,基於原始室內標記
"鳳禮,鳳智里活動中心",True,基於原始室內標記
凍頂集會所,True,基於原始室內標記
十三社區活動中心,True,基於原始室內標記
鎮南宮餐廳,True,基於原始室內標記
拱範宮停車場香客大樓,True,基於原始室內標記
??里集會所,True,基於原始室內標記
九芎活動中心,True,基於原始室內標記
公館里活動中心,True,基於原始室內標記
興華社區活動中心,True,基於原始室內標記
鹿谷社區活動中心,True,基於原始室內標記
鳳義社區活動中心,True,基於原始室內標記
鹿場里活動中心,True,基於原始室內標記
鳳仁社區活動中心,True,基於原始室內標記
莿桐國中,True,基於原始室內標記
新生社區活動中心,True,基於原始室內標記
新生社區活動中心,True,基於原始室內標記
永隆社區活動中心,True,基於原始室內標記
三和國民小學,True,基於原始室內標記
坪頂製茶中心,True,基於原始室內標記
鳳仁國小羽球館,True,基於原始室內標記
九隆里活動中心,True,基於原始室內標記
榮村社區活動中心,True,基於原始室內標記
桂林里集會所,True,基於原始室內標記
大榮2村社區活動中心,True,基於原始室內標記
大榮1村社區活動中心,True,基於原始室內標記
霄仁社區活動中心,True,基於原始室內標記
淵明國中,True,基於原始室內標記
麥寮國小活動中心,True,基於規則推斷 (活動中心通常為室內設施)
包公廟,True,基於原始室內標記
林中國小,False,基於原始室外標記
靈德廟城隍廟,True,基於原始室內標記
興天宮,True,基於原始室內標記
中正社區活動中心,True,基於原始室內標記
東興國小,True,基於原始室內標記
賜福宮,True,基於原始室內標記
七座里活動中心,True,基於原始室內標記
竹山鎮第一公有零售市場,True,基於原始室內標記
延山社區活動中心,True,基於原始室內標記
林內國中,True,基於原始室內標記
雲林國小活動中心,True,基於原始室內標記
成功國小,True,基於原始室內標記
祖師公廟三坪院,True,基於原始室內標記
莿桐國小,True,基於原始室內標記
中崎社區活動中心,True,基於原始室內標記
崙背鄉立幼兒園,True,基於原始室內標記
崙背國中,True,基於原始室內標記
羅厝村活動中心,True,基於原始室內標記
林南活動中心,True,基於原始室內標記
延祥社區活動中心,True,基於原始室內標記
崙背國小,True,基於原始室內標記
林內國小,True,基於原始室內標記
興華國小活動中心,True,基於原始室內標記
延和國中活動中心,True,基於原始室內標記
竹圍里集會所,True,基於原始室內標記
奉天宮,True,基於原始室內標記
莿桐鄉公所4樓禮堂,True,基於原始室內標記
莿桐鄉公所4樓禮堂,True,基於原始室內標記
延和里集會所,True,基於原始室內標記
竹山國小齊賢館,True,基於原始室內標記
崙背鄉公所,True,基於原始室內標記
天衡宮,True,基於原始室內標記
三界公廟,True,基於原始室內標記
順安宮,True,基於原始室內標記
下湳里活動中心,True,基於原始室內標記
大有國小,True,基於原始室內標記
重興國小,True,基於原始室內標記
"東明,西榮,南陽三村聯合活動中心",True,基於原始室內標記
照靈廟,True,基於原始室內標記
廣興國小,True,基於原始室內標記
初鄉村集會所,True,基於原始室內標記
北林3村社區活動中心,True,基於原始室內標記
海豐社區活動中心,True,基於原始室內標記
民生國小,True,基於原始室內標記
東興里活動中心,True,基於原始室內標記
中和里集會所,True,基於原始室內標記
延平國小活動中心,True,基於原始室內標記
廣興里活動中心,True,基於原始室內標記
興中社區活動中心,True,基於原始室內標記
頂湳里活動中心,True,基於原始室內標記
二崙國民小學,True,基於原始室內標記
崙後社區活動中心,True,基於原始室內標記
油車國民小學,True,基於原始室內標記
延正里舊社區活動中心,True,基於原始室內標記
埤頭里活動中心,True,基於原始室內標記
明禮國小活動中心,True,基於原始室內標記
二崙國民中學,True,基於原始室內標記
重興活動中心,True,基於原始室內標記
興貴社區活動中心,True,基於原始室內標記
楊厝社區活動中心,True,基於原始室內標記
林中活動中心,True,基於原始室內標記
下坪社區活動中心,True,基於原始室內標記
饒平國小,True,基於原始室內標記
人和活動中心,True,基於原始室內標記
文賢國小,True,基於原始室內標記
坪林台大實驗林?作站,True,基於規則推斷 (預設為室內 - 安全原則)
南平社區活動中心,True,基於原始室內標記
水璉活動中心,True,基於原始室內標記
延正里新社區活動中心,True,基於原始室內標記
秀峰社區活動中心,True,基於原始室內標記
見晴國民小學,True,基於原始室內標記
雙龍活動中心,True,基於原始室內標記
永興社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
雙龍國小,True,基於原始室內標記
陽明國小,True,基於原始室內標記
後安社區活動中心,True,基於原始室內標記
新安里活動中心,True,基於原始室內標記
振興里活動中心,True,基於原始室內標記
文興國小,True,基於原始室內標記
雙龍天主教,True,基於原始室內標記
迪巴恩基督長老教會,True,基於原始室內標記
福田里活動中心,True,基於原始室內標記
大新國小,True,基於原始室內標記
大新里活動中心,True,基於原始室內標記
豐榮國小,True,基於原始室內標記
清水社區活動中心,True,基於原始室內標記
中和國小,True,基於原始室內標記
西螺國中,True,基於原始室內標記
示範托兒所,True,基於原始室內標記
青雲活動中心,True,基於原始室內標記
漢光里活動中心,True,基於原始室內標記
地利國小,True,基於原始室內標記
西螺農工,True,基於原始室內標記
波石活動中心,True,基於原始室內標記
合興村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
米棧活動中心,True,基於原始室內標記
施厝聯合活動中心,True,基於原始室內標記
中山國小,True,基於原始室內標記
永定國民小學,True,基於原始室內標記
舊圖書館,True,基於原始室內標記
民和社區活動中心,True,基於原始室內標記
民和國中禮堂,True,基於原始室內標記
三盛社區活動中心,True,基於原始室內標記
中興活動中心,True,基於原始室內標記
橋頭國小活動中心,True,基於原始室內標記
倡和村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
西螺鎮公所,True,基於原始室內標記
安定國小,True,基於原始室內標記
大園里活動中心,True,基於原始室內標記
頂崁社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
河南里活動中心,True,基於原始室內標記
河南里活動中心,True,基於原始室內標記
文昌國小,True,基於原始室內標記
詔安里活動中心,True,基於原始室內標記
安定里活動中心,True,基於原始室內標記
源泉國小活動中心,True,基於原始室內標記
修仁村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
二水鄉公所,True,基於原始室內標記
禪和宮,True,基於原始室內標記
西螺福興宮,True,基於原始室內標記
聯合里辦公處,True,基於原始室內標記
東南國中,True,基於原始室內標記
林榮社區活動中心,True,基於原始室內標記
永豐社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
大園村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
瑞田社區活動中心,True,基於原始室內標記
上安社區老人會館,True,基於規則推斷 (預設為室內 - 安全原則)
上安社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
玉峰社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
雷厝活動中心,True,基於原始室內標記
惠民村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
受玄宮,True,基於規則推斷 (預設為室內 - 安全原則)
新吉社區活動中心,True,基於原始室內標記
海豐村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
社寮國中教室及活動中心,True,基於原始室內標記
二水村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
圖書館二樓,True,基於規則推斷 (預設為室內 - 安全原則)
水里國小禮堂,True,基於規則推斷 (預設為室內 - 安全原則)
水里國中體育館,True,基於規則推斷 (體育館為室內設施)
水里鄉公所,True,基於規則推斷 (預設為室內 - 安全原則)
文化村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
中州國小活動中心,True,基於原始室內標記
三村集會所,True,基於原始室內標記
第三立體停車場三樓,True,基於規則推斷 (預設為室內 - 安全原則)
富州社區活動中心,True,基於原始室內標記
光化村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
潮洋國小,True,基於原始室內標記
中央社區活動中心,True,基於原始室內標記
五伯村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
中央社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
大庄國小,True,基於原始室內標記
日月潭特色遊學中心原光明國小,True,基於原始室內標記
水里鄉農會倉庫,True,基於規則推斷 (預設為室內 - 安全原則)
社寮社區活動中心,True,基於原始室內標記
義民廟,True,基於規則推斷 (預設為室內 - 安全原則)
潭南活動中心,True,基於原始室內標記
新民村集會所,True,基於原始室內標記
過圳村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
憫世寶宮,True,基於規則推斷 (預設為室內 - 安全原則)
溪口活動中心,True,基於原始室內標記
成城國小會議室、105-106、201-208教室,True,基於規則推斷 (預設為室內 - 安全原則)
埔中村民眾活動中心,True,基於原始室內標記
潭南國小,True,基於原始室內標記
頭社社區活動中心會所三聖宮,True,基於原始室內標記
合和村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
成功國小,True,基於原始室內標記
三條國小,True,基於原始室內標記
炭寮村集會所,True,基於原始室內標記
十五村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
復興村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
濁水村集會所,True,基於原始室內標記
車埕國小禮堂,True,基於規則推斷 (預設為室內 - 安全原則)
集集里里集會所暨社區活動中心,True,基於原始室內標記
英文堂廣場,True,基於原始室內標記
昭天宮廣場,False,基於原始室外標記
水尾國小,True,基於原始室內標記
車埕社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
松嶺社區活動中心,True,基於原始室內標記
永昌里里集會所暨社區活動中心,True,基於原始室內標記
松柏村集會所,True,基於原始室內標記
豐坪活動中心,True,基於原始室內標記
崁腳村民眾活動中心,True,基於原始室內標記
聯勤兵整中心,True,基於原始室內標記
南雅村集會所,True,基於規則推斷 (預設為室內 - 安全原則)
頭社國小,True,基於原始室內標記
田頭國小,True,基於原始室內標記
公所中山堂,True,基於原始室內標記
圳寮國小,True,基於原始室內標記
永光國小,True,基於規則推斷 (預設為室內 - 安全原則)
大安國小,True,基於原始室內標記
樹湖活動中心,True,基於原始室內標記
中山村集會所,True,基於原始室內標記
羅厝國小,True,基於規則推斷 (預設為室內 - 安全原則)
萬安宮,True,基於規則推斷 (預設為室內 - 安全原則)
上山社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新厝村集會所,True,基於原始室內標記
成功國小西畔分校,True,基於原始室內標記
僑義國小,True,基於原始室內標記
樹腳社區活動中心,True,基於原始室內標記
臺西社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
豐山國小,True,基於原始室內標記
新廣社區活動中心,True,基於原始室內標記
三崙社區活動中心,True,基於原始室內標記
長安國小,False,基於原始室外標記
豐山活動中心,True,基於原始室內標記
頂庄國小,True,基於規則推斷 (預設為室內 - 安全原則)
德化國小,True,基於原始室內標記
土庫國小,True,基於原始室內標記
竹圍社區活動中心,True,基於原始室內標記
溪州國中,True,基於原始室內標記
弓鞋社區活動中心,True,基於原始室內標記
沙崙社區活動中心,True,基於原始室內標記
老人文康活動中心,True,基於原始室內標記
溪州國小,True,基於原始室內標記
大城國中,True,基於原始室內標記
大城演藝廳,True,基於原始室內標記
大城國小,True,基於原始室內標記
南州國小,True,基於原始室內標記
彰化縣田中鎮內安國民小學,True,基於原始室內標記
新民國小,True,基於原始室內標記
大新國小,True,基於原始室內標記
西林社區活動中心,True,基於原始室內標記
陸嘉社區活動中心,True,基於原始室內標記
仁和村集會所,True,基於原始室內標記
新庄社區活動中心,True,基於原始室內標記
田中鎮立圖書館,True,基於原始室內標記
廈新社區活動中心,True,基於原始室內標記
彰化縣立景崧文化教育園區-龍江館,True,基於原始室內標記
田中國小,True,基於原始室內標記
西林天主堂,True,基於原始室內標記
竹圍村社區活動中心,True,基於原始室內標記
赤水社區活動中心,True,基於原始室內標記
新庄社區活動中心,True,基於原始室內標記
竹林社區活動中心,True,基於原始室內標記
大坑村集會所,True,基於原始室內標記
田中鎮公所公共造產公有第一零售市場,True,基於原始室內標記
西港國小二樓,True,基於規則推斷 (預設為室內 - 安全原則)
竹塘國小,True,基於原始室內標記
田中鎮民活動中心,True,基於原始室內標記
虎坑社區活動中心,True,基於原始室內標記
幸福國小,True,基於原始室內標記
楓樹國小,True,基於原始室內標記
東仁社區活動中心,True,基於原始室內標記
三潭國小,True,基於原始室內標記
大湖社區活動中心,True,基於原始室內標記
中和社區活動中心,True,基於原始室內標記
明潭國小,True,基於原始室內標記
東和國小,True,基於原始室內標記
龍潭社區活動中心,True,基於原始室內標記
月眉國小,True,基於原始室內標記
月眉國小-米棧分校,True,基於原始室內標記
明潭國中,True,基於原始室內標記
壽豐活動中心,True,基於原始室內標記
菜寮社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
共和活動中心,True,基於原始室內標記
元埔社區活動中心,True,基於原始室內標記
田仔社區活動中心,True,基於原始室內標記
萬來國小,True,基於原始室內標記
壽豐鄉公所,False,基於原始室外標記
文化中心,True,基於原始室內標記
芙朝社區活動中心,True,基於原始室內標記
螺青國小,True,基於原始室內標記
鹽寮活動中心,True,基於原始室內標記
北斗鎮公所,True,基於原始室內標記
大庄村集會所,True,基於原始室內標記
錦梓社區活動中心,True,基於原始室內標記
五庄社區活動中心,True,基於原始室內標記
彰化縣田中鎮明禮國民國小,True,基於原始室內標記
北斗國小,True,基於原始室內標記
三光社區活動中心,True,基於原始室內標記
北斗國中,True,基於原始室內標記
螺陽國小,True,基於原始室內標記
中寮社區活動中心,True,基於原始室內標記
崁頂社區活動中心,True,基於原始室內標記
下社區活動中心,True,基於原始室內標記
中寮社區活動中心,True,基於原始室內標記
北斗家商,True,基於原始室內標記
內城社區活動中心,True,基於原始室內標記
豐美社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新街村集會所,True,基於原始室內標記
仙樂社區活動中心,True,基於原始室內標記
埤頭國中,True,基於原始室內標記
頂興社區活動中心,True,基於原始室內標記
光榮活動中心,True,基於原始室內標記
大林村集會所,True,基於原始室內標記
萬丹社區活動中心,True,基於原始室內標記
爽文老人活動中心,True,基於原始室內標記
金安老人會館,True,基於原始室內標記
平和活動中心,True,基於原始室內標記
睦宜社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新興老人會館,True,基於原始室內標記
天乙宮,True,基於規則推斷 (預設為室內 - 安全原則)
八仙社區活動中心,True,基於原始室內標記
老人文康中心,True,基於原始室內標記
南鎮國小,True,基於原始室內標記
大林社區活動中心,True,基於原始室內標記
五城村活動中心,True,基於原始室內標記
鄉立托兒所,True,基於原始室內標記
清聖宮,True,基於規則推斷 (預設為室內 - 安全原則)
仁里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
花與樹博物館,True,基於規則推斷 (預設為室內 - 安全原則)
老人文康中心,True,基於原始室內標記
永安社區活動中心,True,基於原始室內標記
新生社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
四武宮辦公室,True,基於原始室內標記
社頭鄉公所大禮堂,True,基於原始室內標記
東光村避難所,True,基於原始室內標記
福田社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
東光國小,True,基於原始室內標記
五城國小,True,基於原始室內標記
正義社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
田尾國小,True,基於原始室內標記
南鎮社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
中明活動中心,True,基於原始室內標記
永和社區活動中心,True,基於原始室內標記
埤頭國小,True,基於原始室內標記
永興里災民收容所社區活動中心,True,基於原始室內標記
南曾社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
嘉和里災民收容所嘉和里神木社區活動中心,True,基於原始室內標記
社頭鄉老人文康活動中心,True,基於原始室內標記
千秋里災民收容所社區活動中心,True,基於原始室內標記
圖書館一樓,True,基於原始室內標記
中和國小活動中心,True,基於原始室內標記
三豐社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
合興國小,True,基於原始室內標記
北曾社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
爽文社區活動中心,True,基於原始室內標記
嘉和里、嘉興里災民收容所嘉和里集會所,True,基於原始室內標記
嘉和里災民收容所嘉和里集會所,True,基於原始室內標記
路上國小,True,基於原始室內標記
中興國小,True,基於原始室內標記
永芳社區活動中心,True,基於原始室內標記
社頭鄉運動公園體育館,True,基於原始室內標記
北鎮社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
溪頂社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
田尾社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
社頭國小,True,基於規則推斷 (預設為室內 - 安全原則)
二林鎮鎮立幼兒園,True,基於原始室內標記
興華社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
萬興國中,True,基於規則推斷 (預設為室內 - 安全原則)
圓和宮,True,基於規則推斷 (預設為室內 - 安全原則)
民眾活動中心,True,基於規則推斷 (活動中心通常為室內設施)
育德國小,True,基於規則推斷 (預設為室內 - 安全原則)
梅芳社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
慈靈宮,True,基於規則推斷 (預設為室內 - 安全原則)
廣福宮,True,基於規則推斷 (預設為室內 - 安全原則)
東興社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
麒麟宮代化堂集會所,True,基於原始室內標記
永豐社區活動中心,True,基於原始室內標記
新興社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
魚池國小,True,基於原始室內標記
長興長寮尾活動中心,True,基於原始室內標記
龍安社區活動中心,True,基於原始室內標記
月眉活動中心,True,基於原始室內標記
三鹿社區活動中心,True,基於原始室內標記
二林國小,True,基於原始室內標記
中正國小,True,基於原始室內標記
新厝社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
原斗國小,True,基於原始室內標記
社頭國中,True,基於規則推斷 (預設為室內 - 安全原則)
仁豐國小,True,基於原始室內標記
三和里災民收容所里集會所,True,基於原始室內標記
豐田社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
三興里災民收容所南投高商活動中心,True,基於原始室內標記
打簾社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
志學活動中心,True,基於原始室內標記
崇文里災民收容所南投國小活動中心,True,基於原始室內標記
彰仁里災民收容所南投國小活動中心,True,基於原始室內標記
新城村避難所,True,基於原始室內標記
中寮國小活動中心,True,基於原始室內標記
新莊社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
永靖國中,True,基於規則推斷 (預設為室內 - 安全原則)
原斗社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
西斗社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
東和里集會所,True,基於規則推斷 (預設為室內 - 安全原則)
大永社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
東勢社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新興宮,True,基於規則推斷 (預設為室內 - 安全原則)
復豐社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
慈聖?,True,基於規則推斷 (預設為室內 - 安全原則)
南光社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
中正村社區活動中心,True,基於原始室內標記
朝興國小,True,基於規則推斷 (預設為室內 - 安全原則)
養靈社區活動養靈社區活動中心山楂腳,True,基於原始室內標記
振興里災民收容所里辦公處,True,基於原始室內標記
仁和里災民收容所市區7里聯合辦公處,True,基於原始室內標記
南投里災民收容所市區七里聯合辦公處,True,基於原始室內標記
三民里災民收容所南投高中,True,基於原始室內標記
湳港社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
五福社區活動中心,True,基於原始室內標記
溪畔社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
福山里災民收容所社區活動中心,True,基於原始室內標記
平和里災民收容所平和國小活動中心,True,基於原始室內標記
龍泉里災民收容所康壽國小活動中心,True,基於原始室內標記
康壽里災民收容所康壽國小活動中心,True,基於原始室內標記
漳和里災民收容所漳和里活動中心,True,基於原始室內標記
漳和里災民收容所南投國中活動中心,True,基於原始室內標記
武界基督長老教會,True,基於原始室內標記
港西社區活動中心,True,基於原始室內標記
漳興里災民收容所社區活動中心,True,基於原始室內標記
大雁村集會所,True,基於原始室內標記
豐崙國小,True,基於原始室內標記
陸豐國小,True,基於原始室內標記
永南社區活動中心,True,基於原始室內標記
福興社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
橋頭國小,True,基於規則推斷 (預設為室內 - 安全原則)
沛霖宮,True,基於規則推斷 (預設為室內 - 安全原則)
獨鰲社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
共和國小,True,基於原始室內標記
池南活動中心,True,基於原始室內標記
浮圳社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
湳雅國小,True,基於規則推斷 (預設為室內 - 安全原則)
崙美社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
軍功里災民收容所里活動中心,True,基於原始室內標記
後寮國小,True,基於原始室內標記
陸豐社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
張厝村集會所,True,基於規則推斷 (預設為室內 - 安全原則)
平山里災民收容所平山里辦公處,True,基於原始室內標記
甘霖宮,True,基於原始室內標記
福盛社區活動中心,True,基於原始室內標記
東山里災民收容所觀音寺,True,基於原始室內標記
聖興宮,True,基於規則推斷 (預設為室內 - 安全原則)
竹子社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
鳳鳴里災民收容所鳳鳴國中禮堂,True,基於原始室內標記
四芳社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
同安社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
光雲社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
湳墘社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
同仁社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新興里災民收容所新豐國小禮堂,True,基於原始室內標記
麒麟國小,True,基於原始室內標記
崙子社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
五汴社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
西勢社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
愛蘭里集會所,True,基於原始室內標記
和興社區活動中心,True,基於原始室內標記
內興里災民收容所德興國小活動中心,True,基於原始室內標記
光華活動中心,True,基於原始室內標記
義和村集會所,True,基於原始室內標記
內新里災民收容所內新里集會所,True,基於原始室內標記
義和社區活動中心,True,基於原始室內標記
港源社區五榖宮,True,基於原始室內標記
龍岩村集會所,True,基於原始室內標記
珠格里集會所,True,基於原始室內標記
太平國小,True,基於原始室內標記
埔心鄉立幼兒園,True,基於規則推斷 (預設為室內 - 安全原則)
永豐里災民收容所里辦公處,True,基於原始室內標記
湳底社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
鳳山里災民收容所鳳山里集會所,True,基於原始室內標記
金龍宮,True,基於原始室內標記
媽厝國小,True,基於規則推斷 (預設為室內 - 安全原則)
清水社區活動中心,True,基於原始室內標記
光明里災民收容所光復國小導師室地下室,True,基於原始室內標記
桃米里集會所,True,基於原始室內標記
營南里災民收容所營南里集會所,True,基於原始室內標記
福興里災民收容所福興里集會所永興宮,True,基於原始室內標記
水頭里集會所,True,基於原始室內標記
廣福國小活動中心,True,基於原始室內標記
美港社區活動中心,True,基於原始室內標記
溪南里集會所醒覺堂,True,基於原始室內標記
福興里災民收容所三玄宮,True,基於原始室內標記
永福社區活動中心,True,基於原始室內標記
萬豐國小,True,基於原始室內標記
干城活動中心,True,基於原始室內標記
文蘭活動中心,True,基於原始室內標記
舊館國小,True,基於規則推斷 (預設為室內 - 安全原則)
二林工商,True,基於原始室內標記
大庭社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
光榮里災民收容所省政府青少年活動中心,True,基於原始室內標記
國立暨南大學體育健康中心,True,基於原始室內標記
南港國小1甲-6甲與3間專科教室,True,基於原始室內標記
南港社區活動中心,True,基於原始室內標記
明聖國小,True,基於規則推斷 (預設為室內 - 安全原則)
仁安活動中心,True,基於原始室內標記
光華里災民收容所光華國小活動中心,True,基於原始室內標記
營北里災民收容所營北里辦公處,True,基於原始室內標記
員林市育英國小,True,基於原始室內標記
南華活動中心,True,基於原始室內標記
埔心鄉公所,True,基於原始室內標記
埔心國小,True,基於規則推斷 (預設為室內 - 安全原則)
東溪國小,True,基於規則推斷 (預設為室內 - 安全原則)
埔心國中,True,基於規則推斷 (預設為室內 - 安全原則)
稻香活動中心,True,基於原始室內標記
永興活動中心,True,基於原始室內標記
仁和活動中心,True,基於原始室內標記
田中社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
老人文康中心,True,基於規則推斷 (預設為室內 - 安全原則)
成功里集會所,True,基於原始室內標記
枇杷里集會所,True,基於原始室內標記
草湖國中,True,基於原始室內標記
員林市西區體館,True,基於原始室內標記
杷城里集會所,True,基於原始室內標記
員林市公所三樓禮堂,True,基於原始室內標記
溪湖鎮公所,True,基於規則推斷 (預設為室內 - 安全原則)
溪湖國小,True,基於規則推斷 (預設為室內 - 安全原則)
同聲集會所,True,基於原始室內標記
湖西國小,True,基於規則推斷 (預設為室內 - 安全原則)
南埔社區活動中心,True,基於原始室內標記
光輝里災民收容所里集會所,True,基於原始室內標記
紫微宮,True,基於原始室內標記
南埔里集會所,True,基於原始室內標記
草屯國小禮堂,True,基於原始室內標記
河東社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
薰化里集會所,True,基於原始室內標記
清新里集會所,True,基於原始室內標記
南門里集會所,True,基於原始室內標記
義民祠,True,基於原始室內標記
湖東國小,True,基於規則推斷 (預設為室內 - 安全原則)
福安宮,True,基於規則推斷 (預設為室內 - 安全原則)
王功國小,True,基於原始室內標記
虎山國小禮堂,True,基於原始室內標記
銅門收容所,True,基於原始室內標記
湖北國小,True,基於規則推斷 (預設為室內 - 安全原則)
春陽活動中心,True,基於原始室內標記
東昌活動中心,True,基於原始室內標記
太清宮,True,基於原始室內標記
員林市僑信國小,True,基於原始室內標記
泰安里集會所,True,基於原始室內標記
平林里集會所,True,基於原始室內標記
員林市東山國小,True,基於原始室內標記
石川里集會所,True,基於原始室內標記
西門里集會所,True,基於原始室內標記
仁里活動中心,True,基於原始室內標記
親愛村活動中心,True,基於原始室內標記
御史里舊集會所,True,基於原始室內標記
主農社區活動中心,True,基於原始室內標記
福興活動中心,True,基於原始室內標記
土城國小禮堂,True,基於原始室內標記
坪頂國小禮堂,True,基於原始室內標記
鳳霞國小,True,基於規則推斷 (預設為室內 - 安全原則)
敦和國小禮堂,True,基於原始室內標記
南昌活動中心,True,基於原始室內標記
梧鳳國小,True,基於規則推斷 (預設為室內 - 安全原則)
慈恩社區活動中心,True,基於原始室內標記
中正國小,True,基於原始室內標記
中原國小文中三國中預定地,True,基於原始室內標記
石川社區活動中心,True,基於原始室內標記
加老里集會所,True,基於原始室內標記
大城社區活動中心,True,基於原始室內標記
中竹社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新興社區活動中心,True,基於原始室內標記
虎山社區活動中心,True,基於原始室內標記
吉安國小,True,基於原始室內標記
花蓮城隍廟香客大樓,True,基於原始室內標記
恆吉活動中心,True,基於原始室內標記
吉安活動中心,True,基於原始室內標記
通天宮,True,基於規則推斷 (預設為室內 - 安全原則)
五穀宮,True,基於原始室內標記
親愛國小萬大分校,True,基於原始室內標記
雙冬社區活動中心,True,基於原始室內標記
勝安活動中心,True,基於原始室內標記
宜昌活動中心,True,基於原始室內標記
忠孝國小,True,基於原始室內標記
主權社區活動中心,True,基於原始室內標記
蜈蚣里集會所,True,基於原始室內標記
南村里集會所,True,基於規則推斷 (預設為室內 - 安全原則)
碧洲社區活動中心,True,基於原始室內標記
勝安宮,True,基於原始室內標記
敦和里集會所,True,基於原始室內標記
聖地慈惠堂,True,基於原始室內標記
中正體育館,True,基於原始室內標記
國風國中,True,基於原始室內標記
新寶國小,True,基於原始室內標記
山腳社區活動中心,True,基於原始室內標記
碧峰里集會所,True,基於原始室內標記
明義國小,True,基於原始室內標記
房里里集會所,True,基於原始室內標記
南埔將軍廟文教中心,True,基於原始室內標記
大園國小,True,基於原始室內標記
旭光高中禮堂,True,基於原始室內標記
富寮里集會所,True,基於原始室內標記
平林國小禮堂,True,基於原始室內標記
新庄里集會所,True,基於原始室內標記
上林老人活動中心,True,基於原始室內標記
北山國中,True,基於原始室內標記
